Column1,Ligand_name,SMILES
2871,testmol54,CC(C)(CO)C(=O)C(=O)O
2872,testmol55,CC1(COC(=O)C1=O)C
2873,testmol56,C1C(C(C(OC1O)CO)O)O
2874,testmol57,CSCCC(=O)/C(=C/OP(=O)(O)O)/O
2875,testmol58,C(CC(=O)O)C(=O)/C=C/C=C(/C(=O)O)\O
2876,testmol59,C(CC(=O)O)C(C(=O)O)O
2877,testmol60,C(C(=O)[O-])(C(=O)[O-])O
2878,testmol61,C(C(=O)O)(C(=O)O)O
2879,testmol62,C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O
2880,testmol63,CCC(C)C(=O)C(=O)O
2881,testmol64,C(CC(=O)N)C(=O)C(=O)O
2882,testmol65,CC(C)C(=O)C(=O)O
2883,testmol66,C(C(C(C(C(=O)C(=O)O)O)O)O)O
2884,testmol67,C(CC(=O)O)C(=O)C(=O)O
2885,testmol68,CCC(CC)(C(=O)NC(=O)N)Br
2886,testmol67,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)O)C)C)C)C)C)C)C)C
2887,testmol68,CC=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)OC)C)C)C)C)C)C)C
2888,testmol69,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1ccccc1O)C)C)C)C)C)C)C)C
2889,testmol70,CCC(=O)C(=O)O
2890,testmol71,C(C(C(=O)O)OP(=O)(O)O)O
2891,testmol72,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O
2892,testmol73,C1=C(C(C=C(C1O)Cl)Cl)Cl
2893,testmol74,CC(CC(C(=O)O)N)N
2894,testmol75,C1=C(C(C=C(C1O)Cl)O)Cl
2895,testmol76,c1c(c(cc(c1Cl)O)Cl)O
2896,testmol77,c1cc(c(cc1Cl)O)Cl
2897,testmol78,C(C(=O)C(C(C(=O)C(=O)O)O)O)O
2898,testmol79,CC1(C(COP(=O)(OP(=O)(O1)O)O)O)CO
2899,testmol80,CC(=O)C=CC=C(C(=O)O)O
2900,testmol81,CC(C)CC(=O)C(=O)O
2901,idarubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
2902,bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O 
2903,teniposide,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
2904,camptothecin,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
2905,JMS-053,C1=CC=C(C=C1)C2=CC3=C(S2)C(=N)C(=O)NC3=O
2906,etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
2907,azt,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
2908,naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O 
2909,indoxyl sulfate,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O
2910,ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
2911,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
2912,oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
2913,CMPF,CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C
2914,azapropazone,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C
2915,diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
2916,warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
2917,testmol1,Cc1cccc(c1n2c(cc(c2C)/C=N\NC(=O)C(=O)Nc3ccc(cc3)[N+](=O)[O-])C)C
2918,testmol2,C[C@H]1CCCC[NH+]1CC#CC(c2ccccc2)(c3ccccc3)O
2919,testmol3,Cc1ccc(cc1C)OCCOc2c(cc(cc2I)/C=N/n3cnnc3)OC
2920,testmol4,c1ccc(c(c1)C#N)Sc2ccccc2C(=O)OCC(=O)Nc3ccc4c(c3)OCCO4
2921,testmol5,COc1cccc(c1)NC(=O)c2cccnc2
2922,testmol6,CN=C=O
2923,testmol7,O=Cc1ccc(O)c(OC)c1
2924,testmol8,COc1cc(C=O)ccc1O
2925,testmol9,CC(=O)NCCC1=CNc2c1cc(OC)cc2
2926,testmol10,CC(=O)NCCc1c[nH]c2ccc(OC)cc12
2927,testmol11,CCc(c1)ccc2[n+]1ccc3c2[nH]c4c3cccc4
2928,testmol12,CCc1c[n+]2ccc3c4ccccc4[nH]c3c2cc1
2929,testmol13,CN1CCC[C@H]1c2cccnc2
2930,testmol14,CCC[C@@H](O)CC\C=C\C=C\C#CC#C\C=C\CO
2931,testmol15,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C/C=C\C=C
2932,testmol16,O1C=C[C@H]([C@H]1O2)c3c2cc(OC)c4c3OC(=O)C5=C4CCC(=O)5
2933,testmol17,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1
2934,testmol18,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H]2[C@@H]1c3c(O)c(OC)c(O)cc3C(=O)O2
2935,testmol19,CC(=O)OCCC(/C)=C\C[C@H](C(C)=C)CCC=C
2936,testmol20,CC[C@H](O1)CC[C@@]12CCCO2
2937,testmol21,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2
2938,testmol22,OCCc1c(C)[n+](cs1)Cc2cnc(C)nc2N
2939,testmol53,CC(C)C(C(C(=O)O)O)C(=O)O
2940,testmol23,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
2941,testmol24,c1ccc(c(c1)O)O
2942,testmol25,CC(=O)OC(CC(=O)O)C[N+](C)(C)C
2943,testmol26,C1=CC(C(C(=C1)C(=O)O)O)O
2944,testmol27,CC(CN)O
2945,testmol28,C(C(=O)COP(=O)(O)O)N
2946,testmol29,CCn1cnc2c1ncnc2N
2947,testmol30,CCC(C)(C(C(=O)O)O)O
2948,testmol31,C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
2949,testmol32,c1cc(ccc1C(=O)NC(CCC(=O)O)C(=O)O)N(CC2CNc3c(c(=O)nc([nH]3)N)N2)C=O
2950,testmol33,c1c(cc(c(c1O)O)O)O
2951,testmol34,CCCCCC(=O)C=CC1C(CC(=O)C1CCCCCCC(=O)O)O
2952,testmol35,C1CCC(=O)NCCCCCC(=O)NCC1
2953,testmol36,C1C=CC(=NC1C(=O)O)C(=O)O
2954,testmol37,C(C(C(C(=O)C(=O)C(=O)O)O)O)O
2955,testmol38,c1cc(c(c(c1)O)O)C(=O)O
2956,testmol39,c1cc(c(c(c1)O)O)CCC(=O)O
2957,testmol40,CCC(C(=O)C)(C(=O)O)O
2958,testmol41,CC(=O)C(C)(C(=O)O)O
2959,testmol42,C(=C/C(=C(\C(=O)O)/N)/C(=O)O)\C=O
2960,testmol43,C(C(C(C1(C(N(C2C(N1O)C(=O)NC(=N2)N)O)O)O)O)O)O
2961,testmol44,C(C(C(C1C(N(c2c(c(=O)[nH]c(n2)N)N1)O)O)O)O)O
2962,testmol45,CC(=O)C(=O)C1=NC2C(N=C(NC2=O)N)N(C1O)O
2963,testmol46,C(C(C(C1=Nc2c([nH]c(nc2=O)N)N(C1O)O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
2964,testmol47,C(=CC(=O)O)C=C(C(=O)O)N
2965,testmol48,C(=O)C(C(=O)O)N
2966,testmol49,C(=CC=O)C=C(C(=O)O)N
2967,testmol50,CC(CO)(C(COP(=O)(O)O)O)O
2968,testmol51,C(=CC(=O)O)C=C(C(=O)O)C(=O)O
2969,testmol52,C1=CC(OC1=O)(CC(=O)O)Cl
2970,testmol53,C(C(C(CO)O)O)C(=O)C(=O)O
2971,testmol54,CC(C)(CO)C(=O)C(=O)O
2972,testmol55,CC1(COC(=O)C1=O)C
2973,testmol56,C1C(C(C(OC1O)CO)O)O
2974,testmol57,CSCCC(=O)/C(=C/OP(=O)(O)O)/O
2975,testmol58,C(CC(=O)O)C(=O)/C=C/C=C(/C(=O)O)\O
2976,testmol59,C(CC(=O)O)C(C(=O)O)O
2977,testmol60,C(C(=O)[O-])(C(=O)[O-])O
2978,testmol61,C(C(=O)O)(C(=O)O)O
2979,testmol62,C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O
2980,testmol63,CCC(C)C(=O)C(=O)O
2981,testmol64,C(CC(=O)N)C(=O)C(=O)O
2982,testmol65,CC(C)C(=O)C(=O)O
2983,testmol66,C(C(C(C(C(=O)C(=O)O)O)O)O)O
2984,testmol67,C(CC(=O)O)C(=O)C(=O)O
2985,testmol68,CCC(CC)(C(=O)NC(=O)N)Br
2986,testmol67,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)O)C)C)C)C)C)C)C)C
2987,testmol68,CC=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)OC)C)C)C)C)C)C)C
2988,testmol69,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1ccccc1O)C)C)C)C)C)C)C)C
2989,testmol70,CCC(=O)C(=O)O
2990,testmol71,C(C(C(=O)O)OP(=O)(O)O)O
2991,testmol72,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O
2992,testmol73,C1=C(C(C=C(C1O)Cl)Cl)Cl
2993,testmol74,CC(CC(C(=O)O)N)N
2994,testmol75,C1=C(C(C=C(C1O)Cl)O)Cl
2995,testmol76,c1c(c(cc(c1Cl)O)Cl)O
2996,testmol77,c1cc(c(cc1Cl)O)Cl
2997,testmol78,C(C(=O)C(C(C(=O)C(=O)O)O)O)O
2998,testmol79,CC1(C(COP(=O)(OP(=O)(O1)O)O)O)CO
2999,testmol80,CC(=O)C=CC=C(C(=O)O)O
3000,testmol81,CC(C)CC(=O)C(=O)O
3001,idarubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
3002,bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O 
3003,teniposide,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
3004,camptothecin,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
3005,JMS-053,C1=CC=C(C=C1)C2=CC3=C(S2)C(=N)C(=O)NC3=O
3006,etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
3007,azt,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
3008,naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O 
3009,indoxyl sulfate,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O
3010,ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
3011,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
3012,oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
3013,CMPF,CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C
3014,azapropazone,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C
3015,diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
3016,warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
3017,testmol1,Cc1cccc(c1n2c(cc(c2C)/C=N\NC(=O)C(=O)Nc3ccc(cc3)[N+](=O)[O-])C)C
3018,testmol2,C[C@H]1CCCC[NH+]1CC#CC(c2ccccc2)(c3ccccc3)O
3019,testmol3,Cc1ccc(cc1C)OCCOc2c(cc(cc2I)/C=N/n3cnnc3)OC
3020,testmol4,c1ccc(c(c1)C#N)Sc2ccccc2C(=O)OCC(=O)Nc3ccc4c(c3)OCCO4
3021,testmol5,COc1cccc(c1)NC(=O)c2cccnc2
3022,testmol6,CN=C=O
3023,testmol7,O=Cc1ccc(O)c(OC)c1
3024,testmol8,COc1cc(C=O)ccc1O
3025,testmol9,CC(=O)NCCC1=CNc2c1cc(OC)cc2
3026,testmol10,CC(=O)NCCc1c[nH]c2ccc(OC)cc12
3027,testmol11,CCc(c1)ccc2[n+]1ccc3c2[nH]c4c3cccc4
3028,testmol12,CCc1c[n+]2ccc3c4ccccc4[nH]c3c2cc1
3029,testmol13,CN1CCC[C@H]1c2cccnc2
3030,testmol14,CCC[C@@H](O)CC\C=C\C=C\C#CC#C\C=C\CO
3031,testmol15,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C/C=C\C=C
3032,testmol16,O1C=C[C@H]([C@H]1O2)c3c2cc(OC)c4c3OC(=O)C5=C4CCC(=O)5
3033,testmol17,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1
3034,testmol18,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H]2[C@@H]1c3c(O)c(OC)c(O)cc3C(=O)O2
3035,testmol19,CC(=O)OCCC(/C)=C\C[C@H](C(C)=C)CCC=C
3036,testmol20,CC[C@H](O1)CC[C@@]12CCCO2
3037,testmol21,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2
3038,testmol22,OCCc1c(C)[n+](cs1)Cc2cnc(C)nc2N
3039,testmol53,CC(C)C(C(C(=O)O)O)C(=O)O
3040,testmol23,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
3041,testmol24,c1ccc(c(c1)O)O
3042,testmol25,CC(=O)OC(CC(=O)O)C[N+](C)(C)C
3043,testmol26,C1=CC(C(C(=C1)C(=O)O)O)O
3044,testmol27,CC(CN)O
3045,testmol28,C(C(=O)COP(=O)(O)O)N
3046,testmol29,CCn1cnc2c1ncnc2N
3047,testmol30,CCC(C)(C(C(=O)O)O)O
3048,testmol31,C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
3049,testmol32,c1cc(ccc1C(=O)NC(CCC(=O)O)C(=O)O)N(CC2CNc3c(c(=O)nc([nH]3)N)N2)C=O
3050,testmol33,c1c(cc(c(c1O)O)O)O
3051,testmol34,CCCCCC(=O)C=CC1C(CC(=O)C1CCCCCCC(=O)O)O
3052,testmol35,C1CCC(=O)NCCCCCC(=O)NCC1
3053,testmol36,C1C=CC(=NC1C(=O)O)C(=O)O
3054,testmol37,C(C(C(C(=O)C(=O)C(=O)O)O)O)O
3055,testmol38,c1cc(c(c(c1)O)O)C(=O)O
3056,testmol39,c1cc(c(c(c1)O)O)CCC(=O)O
3057,testmol40,CCC(C(=O)C)(C(=O)O)O
3058,testmol41,CC(=O)C(C)(C(=O)O)O
3059,testmol42,C(=C/C(=C(\C(=O)O)/N)/C(=O)O)\C=O
3060,testmol43,C(C(C(C1(C(N(C2C(N1O)C(=O)NC(=N2)N)O)O)O)O)O)O
3061,testmol44,C(C(C(C1C(N(c2c(c(=O)[nH]c(n2)N)N1)O)O)O)O)O
3062,testmol45,CC(=O)C(=O)C1=NC2C(N=C(NC2=O)N)N(C1O)O
3063,testmol46,C(C(C(C1=Nc2c([nH]c(nc2=O)N)N(C1O)O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
3064,testmol47,C(=CC(=O)O)C=C(C(=O)O)N
3065,testmol48,C(=O)C(C(=O)O)N
3066,testmol49,C(=CC=O)C=C(C(=O)O)N
3067,testmol50,CC(CO)(C(COP(=O)(O)O)O)O
3068,testmol51,C(=CC(=O)O)C=C(C(=O)O)C(=O)O
3069,testmol52,C1=CC(OC1=O)(CC(=O)O)Cl
3070,testmol53,C(C(C(CO)O)O)C(=O)C(=O)O
3071,testmol54,CC(C)(CO)C(=O)C(=O)O
3072,testmol55,CC1(COC(=O)C1=O)C
3073,testmol56,C1C(C(C(OC1O)CO)O)O
3074,testmol57,CSCCC(=O)/C(=C/OP(=O)(O)O)/O
3075,testmol58,C(CC(=O)O)C(=O)/C=C/C=C(/C(=O)O)\O
3076,testmol59,C(CC(=O)O)C(C(=O)O)O
3077,testmol60,C(C(=O)[O-])(C(=O)[O-])O
3078,testmol61,C(C(=O)O)(C(=O)O)O
3079,testmol62,C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O
3080,testmol63,CCC(C)C(=O)C(=O)O
3081,testmol64,C(CC(=O)N)C(=O)C(=O)O
3082,testmol65,CC(C)C(=O)C(=O)O
3083,testmol66,C(C(C(C(C(=O)C(=O)O)O)O)O)O
3084,testmol67,C(CC(=O)O)C(=O)C(=O)O
3085,testmol68,CCC(CC)(C(=O)NC(=O)N)Br
3086,testmol67,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)O)C)C)C)C)C)C)C)C
3087,testmol68,CC=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)OC)C)C)C)C)C)C)C
3088,testmol69,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1ccccc1O)C)C)C)C)C)C)C)C
3089,testmol70,CCC(=O)C(=O)O
3090,testmol71,C(C(C(=O)O)OP(=O)(O)O)O
3091,testmol72,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O
3092,testmol73,C1=C(C(C=C(C1O)Cl)Cl)Cl
3093,testmol74,CC(CC(C(=O)O)N)N
3094,testmol75,C1=C(C(C=C(C1O)Cl)O)Cl
3095,testmol76,c1c(c(cc(c1Cl)O)Cl)O
3096,testmol77,c1cc(c(cc1Cl)O)Cl
3097,testmol78,C(C(=O)C(C(C(=O)C(=O)O)O)O)O
3098,testmol79,CC1(C(COP(=O)(OP(=O)(O1)O)O)O)CO
3099,testmol80,CC(=O)C=CC=C(C(=O)O)O
3100,testmol81,CC(C)CC(=O)C(=O)O
3101,idarubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
3102,bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O 
3103,teniposide,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
3104,camptothecin,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
3105,JMS-053,C1=CC=C(C=C1)C2=CC3=C(S2)C(=N)C(=O)NC3=O
3106,etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
3107,azt,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
3108,naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O 
3109,indoxyl sulfate,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O
3110,ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
3111,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
3112,oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
3113,CMPF,CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C
3114,azapropazone,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C
3115,diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
3116,warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
3117,testmol1,Cc1cccc(c1n2c(cc(c2C)/C=N\NC(=O)C(=O)Nc3ccc(cc3)[N+](=O)[O-])C)C
3118,testmol2,C[C@H]1CCCC[NH+]1CC#CC(c2ccccc2)(c3ccccc3)O
3119,testmol3,Cc1ccc(cc1C)OCCOc2c(cc(cc2I)/C=N/n3cnnc3)OC
3120,testmol4,c1ccc(c(c1)C#N)Sc2ccccc2C(=O)OCC(=O)Nc3ccc4c(c3)OCCO4
3121,testmol5,COc1cccc(c1)NC(=O)c2cccnc2
3122,testmol6,CN=C=O
3123,testmol7,O=Cc1ccc(O)c(OC)c1
3124,testmol8,COc1cc(C=O)ccc1O
3125,testmol9,CC(=O)NCCC1=CNc2c1cc(OC)cc2
3126,testmol10,CC(=O)NCCc1c[nH]c2ccc(OC)cc12
3127,testmol11,CCc(c1)ccc2[n+]1ccc3c2[nH]c4c3cccc4
3128,testmol12,CCc1c[n+]2ccc3c4ccccc4[nH]c3c2cc1
3129,testmol13,CN1CCC[C@H]1c2cccnc2
3130,testmol14,CCC[C@@H](O)CC\C=C\C=C\C#CC#C\C=C\CO
3131,testmol15,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C/C=C\C=C
3132,testmol16,O1C=C[C@H]([C@H]1O2)c3c2cc(OC)c4c3OC(=O)C5=C4CCC(=O)5
3133,testmol17,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1
3134,testmol18,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H]2[C@@H]1c3c(O)c(OC)c(O)cc3C(=O)O2
3135,testmol19,CC(=O)OCCC(/C)=C\C[C@H](C(C)=C)CCC=C
3136,testmol20,CC[C@H](O1)CC[C@@]12CCCO2
3137,testmol21,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2
3138,testmol22,OCCc1c(C)[n+](cs1)Cc2cnc(C)nc2N
3139,testmol53,CC(C)C(C(C(=O)O)O)C(=O)O
3140,testmol23,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
3141,testmol24,c1ccc(c(c1)O)O
3142,testmol25,CC(=O)OC(CC(=O)O)C[N+](C)(C)C
3143,testmol26,C1=CC(C(C(=C1)C(=O)O)O)O
3144,testmol27,CC(CN)O
3145,testmol28,C(C(=O)COP(=O)(O)O)N
3146,testmol29,CCn1cnc2c1ncnc2N
3147,testmol30,CCC(C)(C(C(=O)O)O)O
3148,testmol31,C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
3149,testmol32,c1cc(ccc1C(=O)NC(CCC(=O)O)C(=O)O)N(CC2CNc3c(c(=O)nc([nH]3)N)N2)C=O
3150,testmol33,c1c(cc(c(c1O)O)O)O
3151,testmol34,CCCCCC(=O)C=CC1C(CC(=O)C1CCCCCCC(=O)O)O
3152,testmol35,C1CCC(=O)NCCCCCC(=O)NCC1
3153,testmol36,C1C=CC(=NC1C(=O)O)C(=O)O
3154,testmol37,C(C(C(C(=O)C(=O)C(=O)O)O)O)O
3155,testmol38,c1cc(c(c(c1)O)O)C(=O)O
3156,testmol39,c1cc(c(c(c1)O)O)CCC(=O)O
3157,testmol40,CCC(C(=O)C)(C(=O)O)O
3158,testmol41,CC(=O)C(C)(C(=O)O)O
3159,testmol42,C(=C/C(=C(\C(=O)O)/N)/C(=O)O)\C=O
3160,testmol43,C(C(C(C1(C(N(C2C(N1O)C(=O)NC(=N2)N)O)O)O)O)O)O
3161,testmol44,C(C(C(C1C(N(c2c(c(=O)[nH]c(n2)N)N1)O)O)O)O)O
3162,testmol45,CC(=O)C(=O)C1=NC2C(N=C(NC2=O)N)N(C1O)O
3163,testmol46,C(C(C(C1=Nc2c([nH]c(nc2=O)N)N(C1O)O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
3164,testmol47,C(=CC(=O)O)C=C(C(=O)O)N
3165,testmol48,C(=O)C(C(=O)O)N
3166,testmol49,C(=CC=O)C=C(C(=O)O)N
3167,testmol50,CC(CO)(C(COP(=O)(O)O)O)O
3168,testmol51,C(=CC(=O)O)C=C(C(=O)O)C(=O)O
3169,testmol52,C1=CC(OC1=O)(CC(=O)O)Cl
3170,testmol53,C(C(C(CO)O)O)C(=O)C(=O)O
3171,testmol54,CC(C)(CO)C(=O)C(=O)O
3172,testmol55,CC1(COC(=O)C1=O)C
3173,testmol56,C1C(C(C(OC1O)CO)O)O
3174,testmol57,CSCCC(=O)/C(=C/OP(=O)(O)O)/O
3175,testmol58,C(CC(=O)O)C(=O)/C=C/C=C(/C(=O)O)\O
3176,testmol59,C(CC(=O)O)C(C(=O)O)O
3177,testmol60,C(C(=O)[O-])(C(=O)[O-])O
3178,testmol61,C(C(=O)O)(C(=O)O)O
3179,testmol62,C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O
3180,testmol63,CCC(C)C(=O)C(=O)O
3181,testmol64,C(CC(=O)N)C(=O)C(=O)O
3182,testmol65,CC(C)C(=O)C(=O)O
3183,testmol66,C(C(C(C(C(=O)C(=O)O)O)O)O)O
3184,testmol67,C(CC(=O)O)C(=O)C(=O)O
3185,testmol68,CCC(CC)(C(=O)NC(=O)N)Br
3186,testmol67,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)O)C)C)C)C)C)C)C)C
3187,testmol68,CC=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)OC)C)C)C)C)C)C)C
3188,testmol69,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1ccccc1O)C)C)C)C)C)C)C)C
3189,testmol70,CCC(=O)C(=O)O
3190,testmol71,C(C(C(=O)O)OP(=O)(O)O)O
3191,testmol72,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O
3192,testmol73,C1=C(C(C=C(C1O)Cl)Cl)Cl
3193,testmol74,CC(CC(C(=O)O)N)N
3194,testmol75,C1=C(C(C=C(C1O)Cl)O)Cl
3195,testmol76,c1c(c(cc(c1Cl)O)Cl)O
3196,testmol77,c1cc(c(cc1Cl)O)Cl
